artist,artist_id,track,track_duration,composer,composition_id,score_path,midi_path,youtube_links,quality,perf_id,album,album_date,repetition
Vladimir Horowitz,2,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor",187.84,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00030.mid",https://www.youtube.com/watch?v=M8pjYn91CMg,,00030,"Vladimir Horowitz in Recital at Paramount Theatre, Oakland, February 15, 1976",1976,
Vladimir Horowitz,2,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor",183.586,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00031.mid",https://www.youtube.com/watch?v=MpotawEo8Tk,,00031,"Vladimir Horowitz in Recital at Academy of Music, Philadelphia, December 1, 1968",1971,
Vladimir Horowitz,2,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor",179.386,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00032.mid",https://www.youtube.com/watch?v=dhXAQ3iKqvQ,,00032,"Vladimir Horowitz in Recital at Constitution Hall, Washington D.C., November 17, 1968",1971,
Vladimir Horowitz,2,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor",180.533,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00033.mid",https://www.youtube.com/watch?v=ixdvE6-v04E,,00033,"Vladimir Horowitz in Recital at Yale University, New Haven, November 3, 1968",1971,
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor - Allegro",148.906,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00034.mid",https://www.youtube.com/watch?v=1AG6MFYMlAA,,00034,Rachmaninov: The Complete Recordings,2014-01-01,
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor - Allegro",145.64,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00035.mid",https://www.youtube.com/watch?v=Mb0qplIwGY4,,00035,Rachmaninov: 24 Preludes; Piano Sonata No. 2,1995-01-01,
Grigory Sokolov,12,"13 Preludes, Op. 32: No. 12 in G Sharp Minor: Allegro - Live at Mozart Hall of the Zaragoza Auditorium / 2019",183.213,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00036.mid",https://www.youtube.com/watch?v=C_sbdqkiOCk,applause,00036,Beethoven Brahms (Live),2020-05-08,
Hélène Grimaud,38,"Rachmaninov: 13 Preludes, Op. 32: No. 12 in G-Sharp Minor",174.306,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00037.mid",https://www.youtube.com/watch?v=TMw_57_83kk,,00037,The Collected Recordings of Hélène Grimaud,2006-07-03,
Nikolai Lugansky,41,"13 Preludes, Op. 32: No. 12. Allegro in G-Sharp Minor",155.906,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00038.mid",https://www.youtube.com/watch?v=mvHLmx2uAXc,,00038,Rachmaninov: 24 Preludes,2018-02-16,
Sviatoslav Richter,0,"13 Preludes, Op. 32 (Excerpts): No. 10 in B Minor [Live]",315.466,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00043.mid",https://www.youtube.com/watch?v=S33iBcfV3MI,background noise,00043,"Rachmaninoff, Prokofiev & Tchaikovsky: Piano Works (Live)",2021-11-05,
Sviatoslav Richter,0,"13 Preludes, Op. 32 (Excerpts): No. 10 in B Minor [Live]",320.6,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00044.mid",https://www.youtube.com/watch?v=QQpqZq4fsy8,low quality,00044,Ravel & Rachmaninoff: Piano Works (Live),2021-07-23,
Sviatoslav Richter,0,"13 Préludes, Op. 32: No. 10 in B Minor (Lento) [Live]",320.346,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00045.mid",https://www.youtube.com/watch?v=cYo7DbPFEqw,low quality,00045,"Sviatoslav Richter Archives, Vol. 10: Carnegie Hall 1960 (Live)",2017-05-19,
Sviatoslav Richter,0,"Seven Preludes from Op. 32: No. 10 in B Minor, Lento",325.0,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00046.mid",https://www.youtube.com/watch?v=aYM9Yl30XpE,,00046,Richter plays Rachmaninoff,1971-04-01,
Sviatoslav Richter,0,"Preludes, Op. 32: No. 10 in B Minor",319.293,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00047.mid",https://www.youtube.com/watch?v=CwHXF6lq9c8,low quality,00047,"Sviatoslav Richter Recital - Live at Carnegie Hall, October 28, 1960",1962,
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 10 in B Minor: Lento",360.666,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00048.mid",https://www.youtube.com/watch?v=qmXNL1Kk9Mw,,00048,Rachmaninov: The Complete Recordings,2014-01-01,
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 10 in B Minor: Lento",356.56,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00049.mid",https://www.youtube.com/watch?v=iusf9vlQZ8o,,00049,Favourite Rachmaninov,1992-08-01,
Valentina Lisitsa,42,13 Préludes op.32: No.10 in B minor: Lento - Live At The Royal Albert Hall/2012,335.76,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00050.mid",https://www.youtube.com/watch?v=4YmXtzaBzIY,high quality,00050,Valentina Lisitsa Live At The Royal Albert Hall,2012-01-01,
Yuja Wang,14,"Prelude in B Minor, Op. 32, No. 10 - Live at Philharmonie, Berlin / 2018",336.746,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00051.mid",https://www.youtube.com/watch?v=f0_gkxGsEXk,high quality,00051,"The Berlin Recital (Live at Philharmonie, Berlin / 2018)",2018-11-23,
Zoltán Kocsis,33,"Prelude in B minor, Op.32, No.10",332.0,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00052.mid",https://www.youtube.com/watch?v=7Po-BUHSZlU,,00052,Rachmaninov: Piano Sonata No.2/Etudes,1995-01-01,
Lazar Berman,47,"Prelude In B Minor, Op.32, No.10: Lento",337.0,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00053.mid",https://www.youtube.com/watch?v=y7jGZWq2Kdk,,00053,"Rachmaninov: ""Paganini"" Rhapsody; 6 Preludes; ""Corelli"" Variations",1998-01-01,
Lazar Berman,47,"Prelude In B Minor, Op.32, No.10: Lento",338.026,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00054.mid",https://www.youtube.com/watch?v=lCjla77tXHY,,00054,Rachmaninov: Moments Musicaux; Corelli Variations; Six Preludes,1975,
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 5 in G Major: Moderato",198.533,Sergei Rachmaninoff,10,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._5_in_G_Major:_Moderato/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._5_in_G_Major:_Moderato/00055.mid",https://www.youtube.com/watch?v=IZLBibO1nQc,,00055,Rachmaninov: The Complete Recordings,2014-01-01,
Emil Gilels,1,"Études-tableaux, Op. 39: No. 5 in E-Flat Minor",284.826,Sergei Rachmaninoff,52,"Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No._5_in_E-Flat_Minor/Etude-Tableaux_No._5_Opus_39_No._5.mxl","Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No._5_in_E-Flat_Minor/00120.mid",https://www.youtube.com/watch?v=iezlFtduN-A,,00120,"Emil Gilels Legacy, Vol. 7: Rachmaninoff",2017-05-19,
Vladimir Horowitz,2,"Etudes-tableaux, Op. 39: No. 5 in E-Flat Minor",316.586,Sergei Rachmaninoff,52,"Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No._5_in_E-Flat_Minor/Etude-Tableaux_No._5_Opus_39_No._5.mxl","Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No._5_in_E-Flat_Minor/00121.mid",https://www.youtube.com/watch?v=a-WseOtFTvo,,00121,"Vladimir Horowitz in Recital at Ambassador College, Pasadena, February 22, 1976",2015-12-11,
Vladimir Horowitz,2,"Etudes-tableaux, Op. 39: No. 5 in E-Flat Minor",331.386,Sergei Rachmaninoff,52,"Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No._5_in_E-Flat_Minor/Etude-Tableaux_No._5_Opus_39_No._5.mxl","Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No._5_in_E-Flat_Minor/00122.mid",https://www.youtube.com/watch?v=uHM61CTYIRc,,00122,"Vladimir Horowitz in Recital at Orchestra Hall, Chicago, November 2, 1975",2015-12-11,
Vladimir Horowitz,2,"Etudes-tableaux, Op. 39: No. 5 in E-Flat Minor",298.266,Sergei Rachmaninoff,52,"Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No._5_in_E-Flat_Minor/Etude-Tableaux_No._5_Opus_39_No._5.mxl","Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No._5_in_E-Flat_Minor/00123.mid",https://www.youtube.com/watch?v=BUvPlXJ7YDg,,00123,"Vladimir Horowitz in Recital at Constitution Hall, Washington D. C., April 22, 1979",1979,
Vladimir Horowitz,2,"Etudes-tableaux, Op. 39: No. 5 in E-Flat Minor",324.733,Sergei Rachmaninoff,52,"Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No._5_in_E-Flat_Minor/Etude-Tableaux_No._5_Opus_39_No._5.mxl","Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No._5_in_E-Flat_Minor/00124.mid",https://www.youtube.com/watch?v=vWckNDXZyQE,,00124,"Vladimir Horowitz in Recital at Paramount Theatre, Oakland, February 15, 1976",1976,
Vladimir Horowitz,2,"Etudes-tableaux, Op. 39: No. 5 in E-Flat Minor",281.28,Sergei Rachmaninoff,52,"Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No._5_in_E-Flat_Minor/Etude-Tableaux_No._5_Opus_39_No._5.mxl","Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No._5_in_E-Flat_Minor/00125.mid",https://www.youtube.com/watch?v=bQDrA7GfokY,,00125,"Vladimir Horowitz in Recital at Brooklyn College, New York City, November 12, 1967",1971,
Vladimir Ashkenazy,6,"Etudes-Tableaux, Op. 39: No. 5 in E-Flat Minor",316.066,Sergei Rachmaninoff,52,"Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No._5_in_E-Flat_Minor/Etude-Tableaux_No._5_Opus_39_No._5.mxl","Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No._5_in_E-Flat_Minor/00126.mid",https://www.youtube.com/watch?v=onxEx9uTDPE,,00126,Rachmaninov: The Complete Recordings,2014-01-01,
Vladimir Ashkenazy,6,"Etudes-Tableaux, Op. 39: No. 5 in E-Flat Minor",314.066,Sergei Rachmaninoff,52,"Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No._5_in_E-Flat_Minor/Etude-Tableaux_No._5_Opus_39_No._5.mxl","Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No._5_in_E-Flat_Minor/00127.mid",https://www.youtube.com/watch?v=efGfSqhE7Uc,,00127,"Rachmaninov: Corelli Variations; Etudes-Tableaux, Op.39",1973-04-10,
Yuja Wang,14,"Études-Tableaux, Op. 39: No. 5 in E-Flat Minor",276.8,Sergei Rachmaninoff,52,"Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No._5_in_E-Flat_Minor/Etude-Tableaux_No._5_Opus_39_No._5.mxl","Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No._5_in_E-Flat_Minor/00128.mid",https://www.youtube.com/watch?v=V0f47L5sMAU,,00128,Fantasia,2012-03-01,
Evgeny Kissin,20,"Études-tableaux, Op. 39: No. 5 in E-Flat Minor",302.533,Sergei Rachmaninoff,52,"Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No._5_in_E-Flat_Minor/Etude-Tableaux_No._5_Opus_39_No._5.mxl","Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No._5_in_E-Flat_Minor/00129.mid",https://www.youtube.com/watch?v=9IC4mXoTp14,,00129,"Rachmaninoff Concerto No. 2, 6 Études-Tableaux",1989-09-18,
Nikolai Lugansky,41,"Etudes-tableaux, Op. 39: No. 5 in E-Flat Minor. Appassionato",315.733,Sergei Rachmaninoff,52,"Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No._5_in_E-Flat_Minor/Etude-Tableaux_No._5_Opus_39_No._5.mxl","Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No._5_in_E-Flat_Minor/00130.mid",https://www.youtube.com/watch?v=CRbBFKZymN0,,00130,"Rachmaninoff: Études-Tableaux, Op. 33 & Op. 39",2007-07-22,
Vladimir Ashkenazy,6,"Etudes-Tableaux, Op.39: No.6 in A Minor",152.92,Sergei Rachmaninoff,57,"Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No.6_in_A_Minor/Rachmaninov_Etude-Tableau_op._39_no._6.mxl","Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No.6_in_A_Minor/00159.mid",https://www.youtube.com/watch?v=Dg425N6mZT8,,00159,Rachmaninov: The Complete Recordings,2014-01-01,
Yuja Wang,14,"Études-Tableaux, Op. 39: No. 6 in A Minor",151.28,Sergei Rachmaninoff,57,"Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No.6_in_A_Minor/Rachmaninov_Etude-Tableau_op._39_no._6.mxl","Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No.6_in_A_Minor/00160.mid",https://www.youtube.com/watch?v=GK2yDsxZi1o,,00160,Fantasia,2012-03-01,
Evgeny Kissin,20,"Études-tableaux, Op. 39: No. 6 in A Minor",180.026,Sergei Rachmaninoff,57,"Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No.6_in_A_Minor/Rachmaninov_Etude-Tableau_op._39_no._6.mxl","Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No.6_in_A_Minor/00161.mid",https://www.youtube.com/watch?v=vAT-kKD0AOA,,00161,"Rachmaninoff Concerto No. 2, 6 Études-Tableaux",1989-09-18,
Leif Ove Andsnes,36,"Rachmaninov: Études-Tableaux, Op. 39: No. 6 in A Minor",182.373,Sergei Rachmaninoff,57,"Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No.6_in_A_Minor/Rachmaninov_Etude-Tableau_op._39_no._6.mxl","Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No.6_in_A_Minor/00162.mid",https://www.youtube.com/watch?v=C-npTdu0E9c,,00162,"Rachmaninov Piano Concerto No 3, etc",1995,
Nikolai Lugansky,41,"Etudes-tableaux, Op. 39: No. 6 in A Minor. Allegro",165.466,Sergei Rachmaninoff,57,"Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No.6_in_A_Minor/Rachmaninov_Etude-Tableau_op._39_no._6.mxl","Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No.6_in_A_Minor/00163.mid",https://www.youtube.com/watch?v=-01Kj-SosZk,,00163,"Rachmaninoff: Études-Tableaux, Op. 33 & Op. 39",2007-07-22,
Valentina Lisitsa,42,"Etudes-Tableaux, Op.39: No.6 in A minor - Live At The Royal Albert Hall/2012",147.653,Sergei Rachmaninoff,57,"Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No.6_in_A_Minor/Rachmaninov_Etude-Tableau_op._39_no._6.mxl","Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No.6_in_A_Minor/00164.mid",https://www.youtube.com/watch?v=pP6SF1ui3JI,high quality,00164,Valentina Lisitsa Live At The Royal Albert Hall,2012-01-01,
Vladimir Ashkenazy,6,"Morceaux de Fantasie, Op.3: No.1 Elegie",348.0,Sergei Rachmaninoff,60,"Sergei_Rachmaninoff/Morceaux_de_Fantasie,_Op.3/No.1_Elegie/Elgie_Opus_3_No._1.mxl","Sergei_Rachmaninoff/Morceaux_de_Fantasie,_Op.3/No.1_Elegie/00176.mid",https://www.youtube.com/watch?v=AQs7BM01yts,,00176,Rachmaninov: The Complete Recordings,2014-01-01,
Vladimir Ashkenazy,6,"6 Moments musicaux, Op.16: No. 6 in C, Maestoso",307.0,Sergei Rachmaninoff,65,"Sergei_Rachmaninoff/6_Moments_musicaux,_Op._16/No._6_in_C,_Maestoso/Sergei_Rachmaninoff_Moment_Musicaux_Op._16_No._6_in_C_major.mxl","Sergei_Rachmaninoff/6_Moments_musicaux,_Op._16/No._6_in_C,_Maestoso/00184.mid",https://www.youtube.com/watch?v=uZiCBfEtaFM,,00184,Rachmaninov: The Complete Recordings,2014-01-01,
Vladimir Ashkenazy,6,"6 Moments musicaux, Op.16: No. 1 in B flat minor, Andantino",472.0,Sergei Rachmaninoff,66,"Sergei_Rachmaninoff/6_Moments_musicaux,_Op._16/No._1_in_B_flat_minor,_Andantino/Rachmaninoff_-_Moment_Musical_No_1_in_Bb_Minor.mxl","Sergei_Rachmaninoff/6_Moments_musicaux,_Op._16/No._1_in_B_flat_minor,_Andantino/00185.mid",https://www.youtube.com/watch?v=VGBeO3qXRu0,,00185,Rachmaninov: The Complete Recordings,2014-01-01,
Vladimir Ashkenazy,6,"6 Moments musicaux, Op.16: No. 4 in E minor, Presto",185.0,Sergei Rachmaninoff,67,"Sergei_Rachmaninoff/6_Moments_musicaux,_Op._16/No._4_in_E_minor,_Presto/Sergei_Rachmaninoff_Moment_Musicaux_Op._16_No._4_in_E_minor.mxl","Sergei_Rachmaninoff/6_Moments_musicaux,_Op._16/No._4_in_E_minor,_Presto/00186.mid",https://www.youtube.com/watch?v=9virLFufPZE,,00186,Rachmaninov: The Complete Recordings,2014-01-01,
Vladimir Ashkenazy,6,"6 Moments musicaux, Op.16: No. 2 in E flat minor, Allegretto",185.0,Sergei Rachmaninoff,68,"Sergei_Rachmaninoff/6_Moments_musicaux,_Op._16/No._2_in_E_flat_minor,_Allegretto/Rachmaninoff_-_Moment_Musical_No_2_in_Eb_Minor.mxl","Sergei_Rachmaninoff/6_Moments_musicaux,_Op._16/No._2_in_E_flat_minor,_Allegretto/00187.mid",https://www.youtube.com/watch?v=mLWbLuk3DsE,,00187,Rachmaninov: The Complete Recordings,2014-01-01,
